#energia_keV	cuentas	canal
801.3130	120	2828
801.6005	122	2829
801.8879	103	2830
802.1753	107	2831
802.4628	102	2832
802.7502	119	2833
803.0376	101	2834
803.3251	91	2835
803.6125	126	2836
803.8999	121	2837
804.1873	117	2838
804.4748	122	2839
804.7622	87	2840
805.0496	103	2841
805.3371	119	2842
805.6245	100	2843
805.9119	103	2844
806.1994	109	2845
806.4868	111	2846
806.7742	116	2847
807.0616	112	2848
807.3491	104	2849
807.6365	106	2850
807.9239	98	2851
808.2114	108	2852
808.4988	110	2853
808.7862	138	2854
809.0736	113	2855
809.3611	106	2856
809.6485	122	2857
809.9359	104	2858
810.2234	91	2859
810.5108	130	2860
810.7982	124	2861
811.0857	125	2862
811.3731	108	2863
811.6605	92	2864
811.9479	108	2865
812.2354	108	2866
812.5228	88	2867
812.8102	92	2868
813.0977	112	2869
813.3851	102	2870
813.6725	100	2871
813.9600	107	2872
814.2474	104	2873
814.5348	98	2874
814.8222	102	2875
815.1097	96	2876
815.3971	105	2877
815.6845	131	2878
815.9720	113	2879
816.2594	105	2880
816.5468	108	2881
816.8342	104	2882
817.1217	95	2883
817.4091	100	2884
817.6965	115	2885
817.9840	115	2886
818.2714	109	2887
818.5588	116	2888
818.8463	120	2889
819.1337	116	2890
819.4211	105	2891
819.7085	106	2892
819.9960	100	2893
820.2834	100	2894
820.5708	99	2895
820.8583	100	2896
821.1457	117	2897
821.4331	116	2898
821.7206	132	2899
822.0080	96	2900
822.2954	102	2901
822.5828	101	2902
822.8703	92	2903
823.1577	80	2904
823.4451	102	2905
823.7326	104	2906
824.0200	114	2907
824.3074	117	2908
824.5949	121	2909
824.8823	97	2910
825.1697	114	2911
825.4571	100	2912
825.7446	99	2913
826.0320	94	2914
826.3194	102	2915
826.6069	110	2916
826.8943	100	2917
827.1817	104	2918
827.4691	114	2919
827.7566	108	2920
828.0440	125	2921
828.3314	114	2922
828.6189	111	2923
828.9063	120	2924
829.1937	106	2925
829.4812	98	2926
829.7686	122	2927
830.0560	100	2928
830.3434	116	2929
830.6309	108	2930
830.9183	112	2931
831.2057	113	2932
831.4932	121	2933
831.7806	102	2934
832.0680	103	2935
832.3555	108	2936
832.6429	103	2937
832.9303	101	2938
833.2177	134	2939
833.5052	109	2940
833.7926	114	2941
834.0800	89	2942
834.3675	100	2943
834.6549	93	2944
834.9423	115	2945
835.2298	114	2946
835.5172	111	2947
835.8046	102	2948
836.0920	119	2949
836.3795	97	2950
836.6669	97	2951
836.9543	83	2952
837.2418	99	2953
837.5292	100	2954
837.8166	113	2955
838.1040	110	2956
838.3915	102	2957
838.6789	109	2958
838.9663	111	2959
839.2538	92	2960
839.5412	99	2961
839.8286	109	2962
840.1161	111	2963
840.4035	121	2964
840.6909	109	2965
840.9783	103	2966
841.2658	116	2967
841.5532	92	2968
841.8406	101	2969
842.1281	128	2970
842.4155	90	2971
842.7029	112	2972
842.9904	86	2973
843.2778	113	2974
843.5652	100	2975
843.8526	113	2976
844.1401	118	2977
844.4275	114	2978
844.7149	106	2979
845.0024	93	2980
845.2898	111	2981
845.5772	104	2982
845.8647	130	2983
846.1521	91	2984
846.4395	91	2985
846.7269	115	2986
847.0144	120	2987
847.3018	105	2988
847.5892	101	2989
847.8767	95	2990
848.1641	115	2991
848.4515	104	2992
848.7389	102	2993
849.0264	107	2994
849.3138	81	2995
849.6012	118	2996
849.8887	100	2997
850.1761	106	2998
850.4635	122	2999
850.7510	82	3000
851.0384	108	3001
851.3258	103	3002
851.6132	94	3003
851.9007	112	3004
852.1881	97	3005
852.4755	106	3006
852.7630	109	3007
853.0504	109	3008
853.3378	101	3009
853.6253	89	3010
853.9127	101	3011
854.2001	101	3012
854.4875	112	3013
854.7750	95	3014
855.0624	102	3015
855.3498	108	3016
855.6373	119	3017
855.9247	90	3018
856.2121	84	3019
856.4995	123	3020
856.7870	103	3021
857.0744	106	3022
857.3618	93	3023
857.6493	84	3024
857.9367	94	3025
858.2241	80	3026
858.5116	115	3027
858.7990	101	3028
859.0864	104	3029
859.3738	110	3030
859.6613	92	3031
859.9487	104	3032
860.2361	104	3033
860.5236	108	3034
860.8110	117	3035
861.0984	101	3036
861.3859	92	3037
861.6733	119	3038
861.9607	94	3039
862.2481	94	3040
862.5356	110	3041
862.8230	88	3042
863.1104	90	3043
863.3979	111	3044
863.6853	104	3045
863.9727	104	3046
864.2602	117	3047
864.5476	84	3048
864.8350	87	3049
865.1224	99	3050
865.4099	85	3051
865.6973	96	3052
865.9847	95	3053
866.2722	109	3054
866.5596	107	3055
866.8470	104	3056
867.1344	99	3057
867.4219	86	3058
867.7093	114	3059
867.9967	86	3060
868.2842	100	3061
868.5716	89	3062
868.8590	107	3063
869.1465	87	3064
869.4339	109	3065
869.7213	94	3066
870.0087	108	3067
870.2962	107	3068
870.5836	94	3069
870.8710	107	3070
871.1585	92	3071
871.4459	96	3072
871.7333	102	3073
872.0208	126	3074
872.3082	113	3075
872.5956	105	3076
872.8830	92	3077
873.1705	113	3078
873.4579	106	3079
873.7453	115	3080
874.0328	85	3081
874.3202	90	3082
874.6076	114	3083
874.8951	102	3084
875.1825	116	3085
875.4699	101	3086
875.7573	99	3087
876.0448	101	3088
876.3322	98	3089
876.6196	84	3090
876.9071	97	3091
877.1945	109	3092
877.4819	92	3093
877.7693	91	3094
878.0568	88	3095
878.3442	75	3096
878.6316	86	3097
878.9191	114	3098
879.2065	99	3099
879.4939	102	3100
879.7814	91	3101
880.0688	93	3102
880.3562	101	3103
880.6436	99	3104
880.9311	95	3105
881.2185	99	3106
881.5059	97	3107
881.7934	107	3108
882.0808	91	3109
882.3682	99	3110
882.6557	87	3111
882.9431	91	3112
883.2305	113	3113
883.5179	100	3114
883.8054	105	3115
884.0928	100	3116
884.3802	93	3117
884.6677	90	3118
884.9551	99	3119
885.2425	105	3120
885.5300	75	3121
885.8174	88	3122
886.1048	99	3123
886.3922	81	3124
886.6797	106	3125
886.9671	77	3126
887.2545	79	3127
887.5420	90	3128
887.8294	94	3129
888.1168	101	3130
888.4042	100	3131
888.6917	106	3132
888.9791	97	3133
889.2665	93	3134
889.5540	110	3135
889.8414	95	3136
890.1288	84	3137
890.4163	81	3138
890.7037	90	3139
890.9911	105	3140
891.2785	97	3141
891.5660	86	3142
891.8534	81	3143
892.1408	96	3144
892.4283	80	3145
892.7157	93	3146
893.0031	90	3147
893.2906	109	3148
893.5780	92	3149
893.8654	85	3150
894.1528	94	3151
894.4403	90	3152
894.7277	106	3153
895.0151	103	3154
895.3026	77	3155
895.5900	112	3156
895.8774	93	3157
896.1648	88	3158
896.4523	97	3159
896.7397	93	3160
897.0271	78	3161
897.3146	96	3162
897.6020	101	3163
897.8894	89	3164
898.1769	92	3165
898.4643	92	3166
898.7517	104	3167
899.0391	88	3168
899.3266	94	3169
899.6140	118	3170
899.9014	97	3171
900.1889	100	3172
900.4763	84	3173
900.7637	98	3174
901.0512	83	3175
901.3386	87	3176
901.6260	81	3177
901.9134	83	3178
902.2009	96	3179
902.4883	72	3180
902.7757	81	3181
903.0632	99	3182
903.3506	83	3183
903.6380	104	3184
903.9255	81	3185
904.2129	106	3186
904.5003	81	3187
904.7877	81	3188
905.0752	95	3189
905.3626	80	3190
905.6500	92	3191
905.9375	93	3192
906.2249	92	3193
906.5123	89	3194
906.7997	90	3195
907.0872	98	3196
907.3746	87	3197
907.6620	110	3198
907.9495	83	3199
908.2369	100	3200
908.5243	82	3201
908.8118	95	3202
909.0992	98	3203
909.3866	95	3204
909.6740	99	3205
909.9615	88	3206
910.2489	75	3207
910.5363	90	3208
910.8238	86	3209
911.1112	66	3210
911.3986	78	3211
911.6861	100	3212
911.9735	87	3213
912.2609	98	3214
912.5483	90	3215
912.8358	81	3216
913.1232	102	3217
913.4106	84	3218
913.6981	89	3219
913.9855	90	3220
914.2729	86	3221
914.5604	93	3222
914.8478	104	3223
915.1352	104	3224
915.4226	85	3225
915.7101	92	3226
915.9975	60	3227
916.2849	82	3228
916.5724	78	3229
916.8598	84	3230
917.1472	78	3231
917.4346	91	3232
917.7221	93	3233
918.0095	102	3234
918.2969	84	3235
918.5844	77	3236
918.8718	74	3237
919.1592	107	3238
919.4467	85	3239
919.7341	93	3240
920.0215	88	3241
920.3089	85	3242
920.5964	110	3243
920.8838	97	3244
921.1712	82	3245
921.4587	80	3246
921.7461	89	3247
922.0335	95	3248
922.3210	101	3249
922.6084	86	3250
922.8958	102	3251
923.1832	100	3252
923.4707	104	3253
923.7581	79	3254
924.0455	88	3255
924.3330	102	3256
924.6204	98	3257
924.9078	78	3258
925.1953	90	3259
925.4827	86	3260
925.7701	89	3261
926.0575	93	3262
926.3450	95	3263
926.6324	87	3264
926.9198	79	3265
927.2073	85	3266
927.4947	92	3267
927.7821	88	3268
928.0695	99	3269
928.3570	98	3270
928.6444	86	3271
928.9318	88	3272
929.2193	91	3273
929.5067	85	3274
929.7941	94	3275
930.0816	78	3276
930.3690	100	3277
930.6564	79	3278
930.9438	84	3279
931.2313	83	3280
931.5187	87	3281
931.8061	87	3282
932.0936	91	3283
932.3810	87	3284
932.6684	96	3285
932.9559	86	3286
933.2433	83	3287
933.5307	91	3288
933.8181	97	3289
934.1056	86	3290
934.3930	83	3291
934.6804	95	3292
934.9679	71	3293
935.2553	91	3294
935.5427	98	3295
935.8301	99	3296
936.1176	87	3297
936.4050	78	3298
936.6924	78	3299
936.9799	70	3300
937.2673	102	3301
937.5547	74	3302
937.8422	84	3303
938.1296	84	3304
938.4170	72	3305
938.7044	80	3306
938.9919	78	3307
939.2793	81	3308
939.5667	98	3309
939.8542	89	3310
940.1416	105	3311
940.4290	78	3312
940.7165	85	3313
941.0039	93	3314
941.2913	92	3315
941.5787	82	3316
941.8662	85	3317
942.1536	93	3318
942.4410	71	3319
942.7285	87	3320
943.0159	67	3321
943.3033	105	3322
943.5908	96	3323
943.8782	104	3324
944.1656	93	3325
944.4530	92	3326
944.7405	88	3327
945.0279	87	3328
945.3153	86	3329
945.6028	95	3330
945.8902	84	3331
946.1776	77	3332
946.4650	96	3333
946.7525	94	3334
947.0399	88	3335
947.3273	84	3336
947.6148	76	3337
947.9022	83	3338
948.1896	81	3339
948.4771	77	3340
948.7645	85	3341
949.0519	89	3342
949.3393	78	3343
949.6268	74	3344
949.9142	92	3345
950.2016	80	3346
950.4891	70	3347
950.7765	76	3348
951.0639	83	3349
951.3514	78	3350
951.6388	74	3351
951.9262	85	3352
952.2136	83	3353
952.5011	78	3354
952.7885	89	3355
953.0759	102	3356
953.3634	86	3357
953.6508	67	3358
953.9382	80	3359
954.2257	73	3360
954.5131	75	3361
954.8005	92	3362
955.0879	93	3363
955.3754	100	3364
955.6628	99	3365
955.9502	77	3366
956.2377	79	3367
956.5251	87	3368
956.8125	88	3369
957.0999	78	3370
957.3874	92	3371
957.6748	79	3372
957.9622	74	3373
958.2497	88	3374
958.5371	81	3375
958.8245	79	3376
959.1120	88	3377
959.3994	89	3378
959.6868	83	3379
959.9742	83	3380
960.2617	72	3381
960.5491	87	3382
960.8365	78	3383
961.1240	77	3384
961.4114	79	3385
961.6988	80	3386
961.9863	88	3387
962.2737	96	3388
962.5611	77	3389
962.8485	78	3390
963.1360	83	3391
963.4234	66	3392
963.7108	73	3393
963.9983	81	3394
964.2857	101	3395
964.5731	85	3396
964.8605	69	3397
965.1480	84	3398
965.4354	82	3399
965.7228	84	3400
966.0103	98	3401
966.2977	73	3402
966.5851	80	3403
966.8726	81	3404
967.1600	83	3405
967.4474	87	3406
967.7348	72	3407
968.0223	90	3408
968.3097	95	3409
968.5971	86	3410
968.8846	81	3411
969.1720	73	3412
969.4594	79	3413
969.7469	68	3414
970.0343	82	3415
970.3217	90	3416
970.6091	82	3417
970.8966	79	3418
971.1840	82	3419
971.4714	90	3420
971.7589	73	3421
972.0463	74	3422
972.3337	77	3423
972.6212	88	3424
972.9086	74	3425
973.1960	75	3426
973.4834	85	3427
973.7709	88	3428
974.0583	86	3429
974.3457	91	3430
974.6332	79	3431
974.9206	72	3432
975.2080	83	3433
975.4954	76	3434
975.7829	86	3435
976.0703	80	3436
976.3577	74	3437
976.6452	79	3438
976.9326	79	3439
977.2200	85	3440
977.5075	74	3441
977.7949	81	3442
978.0823	77	3443
978.3697	89	3444
978.6572	74	3445
978.9446	85	3446
979.2320	76	3447
979.5195	71	3448
979.8069	73	3449
980.0943	67	3450
980.3818	85	3451
980.6692	73	3452
980.9566	75	3453
981.2440	73	3454
981.5315	75	3455
981.8189	73	3456
982.1063	76	3457
982.3938	88	3458
982.6812	94	3459
982.9686	63	3460
983.2561	81	3461
983.5435	75	3462
983.8309	84	3463
984.1183	71	3464
984.4058	59	3465
984.6932	89	3466
984.9806	61	3467
985.2681	78	3468
985.5555	75	3469
985.8429	88	3470
986.1303	87	3471
986.4178	79	3472
986.7052	84	3473
986.9926	80	3474
987.2801	92	3475
987.5675	81	3476
987.8549	79	3477
988.1424	93	3478
988.4298	63	3479
988.7172	91	3480
989.0046	88	3481
989.2921	68	3482
989.5795	86	3483
989.8669	61	3484
990.1544	76	3485
990.4418	81	3486
990.7292	58	3487
991.0167	79	3488
991.3041	63	3489
991.5915	74	3490
991.8789	80	3491
992.1664	83	3492
992.4538	75	3493
992.7412	87	3494
993.0287	79	3495
993.3161	75	3496
993.6035	78	3497
993.8910	58	3498
994.1784	73	3499
994.4658	60	3500
994.7532	65	3501
995.0407	85	3502
995.3281	72	3503
995.6155	71	3504
995.9030	91	3505
996.1904	86	3506
996.4778	69	3507
996.7652	86	3508
997.0527	66	3509
997.3401	80	3510
997.6275	86	3511
997.9150	87	3512
998.2024	77	3513
998.4898	88	3514
998.7773	72	3515
999.0647	76	3516
999.3521	76	3517
999.6395	71	3518
999.9270	90	3519
1000.2144	73	3520
1000.5018	86	3521
1000.7893	87	3522
1001.0767	82	3523
1001.3641	59	3524
1001.6516	73	3525
1001.9390	77	3526
1002.2264	71	3527
1002.5138	81	3528
1002.8013	67	3529
1003.0887	90	3530
1003.3761	81	3531
1003.6636	75	3532
1003.9510	101	3533
1004.2384	78	3534
1004.5258	83	3535
1004.8133	87	3536
1005.1007	67	3537
1005.3881	67	3538
1005.6756	73	3539
1005.9630	77	3540
1006.2504	78	3541
1006.5379	71	3542
1006.8253	68	3543
1007.1127	86	3544
1007.4001	70	3545
1007.6876	81	3546
1007.9750	69	3547
1008.2624	85	3548
1008.5499	91	3549
1008.8373	77	3550
1009.1247	75	3551
1009.4122	80	3552
1009.6996	80	3553
1009.9870	81	3554
1010.2744	94	3555
1010.5619	90	3556
1010.8493	85	3557
1011.1367	77	3558
1011.4242	76	3559
1011.7116	89	3560
1011.9990	69	3561
1012.2865	71	3562
1012.5739	75	3563
1012.8613	74	3564
1013.1487	75	3565
1013.4362	74	3566
1013.7236	76	3567
1014.0110	76	3568
1014.2985	81	3569
1014.5859	70	3570
1014.8733	66	3571
1015.1607	73	3572
1015.4482	80	3573
1015.7356	74	3574
1016.0230	92	3575
1016.3105	74	3576
1016.5979	53	3577
1016.8853	90	3578
1017.1728	89	3579
1017.4602	98	3580
1017.7476	107	3581
1018.0350	97	3582
1018.3225	93	3583
1018.6099	106	3584
1018.8973	107	3585
1019.1848	82	3586
1019.4722	72	3587
1019.7596	93	3588
1020.0471	71	3589
1020.3345	85	3590
1020.6219	73	3591
1020.9093	71	3592
1021.1968	73	3593
1021.4842	67	3594
1021.7716	86	3595
1022.0591	69	3596
1022.3465	64	3597
1022.6339	76	3598
1022.9214	76	3599
1023.2088	86	3600
1023.4962	77	3601
1023.7836	89	3602
1024.0711	88	3603
1024.3585	88	3604
1024.6459	64	3605
1024.9334	66	3606
1025.2208	91	3607
1025.5082	66	3608
1025.7956	76	3609
1026.0831	69	3610
1026.3705	75	3611
1026.6579	86	3612
1026.9454	84	3613
1027.2328	83	3614
1027.5202	71	3615
1027.8077	84	3616
1028.0951	58	3617
1028.3825	73	3618
1028.6699	84	3619
1028.9574	84	3620
1029.2448	76	3621
1029.5322	65	3622
1029.8197	59	3623
1030.1071	70	3624
1030.3945	65	3625
1030.6820	74	3626
1030.9694	69	3627
1031.2568	73	3628
1031.5442	74	3629
1031.8317	73	3630
1032.1191	70	3631
1032.4065	56	3632
1032.6940	93	3633
1032.9814	80	3634
1033.2688	79	3635
1033.5563	73	3636
1033.8437	62	3637
1034.1311	76	3638
1034.4185	87	3639
1034.7060	73	3640
1034.9934	71	3641
1035.2808	94	3642
1035.5683	78	3643
1035.8557	82	3644
1036.1431	74	3645
1036.4305	79	3646
1036.7180	92	3647
1037.0054	81	3648
1037.2928	65	3649
1037.5803	88	3650
1037.8677	78	3651
1038.1551	86	3652
1038.4426	74	3653
1038.7300	77	3654
1039.0174	60	3655
1039.3048	56	3656
1039.5923	64	3657
1039.8797	77	3658
1040.1671	55	3659
1040.4546	90	3660
1040.7420	76	3661
1041.0294	81	3662
1041.3169	76	3663
1041.6043	79	3664
1041.8917	77	3665
1042.1791	61	3666
1042.4666	70	3667
1042.7540	68	3668
1043.0414	82	3669
1043.3289	73	3670
1043.6163	67	3671
1043.9037	68	3672
1044.1911	68	3673
1044.4786	68	3674
1044.7660	82	3675
1045.0534	77	3676
1045.3409	90	3677
1045.6283	83	3678
1045.9157	59	3679
1046.2032	61	3680
1046.4906	68	3681
1046.7780	60	3682
1047.0654	87	3683
1047.3529	76	3684
1047.6403	67	3685
1047.9277	57	3686
1048.2152	70	3687
1048.5026	76	3688
1048.7900	71	3689
1049.0775	70	3690
1049.3649	78	3691
1049.6523	80	3692
1049.9397	84	3693
1050.2272	84	3694
1050.5146	74	3695
1050.8020	64	3696
1051.0895	61	3697
1051.3769	89	3698
1051.6643	66	3699
1051.9518	65	3700
1052.2392	75	3701
1052.5266	72	3702
1052.8140	75	3703
1053.1015	70	3704
1053.3889	62	3705
1053.6763	65	3706
1053.9638	75	3707
1054.2512	62	3708
1054.5386	71	3709
1054.8260	83	3710
1055.1135	70	3711
1055.4009	66	3712
1055.6883	64	3713
1055.9758	60	3714
1056.2632	61	3715
1056.5506	86	3716
1056.8381	73	3717
1057.1255	74	3718
1057.4129	71	3719
1057.7003	68	3720
1057.9878	72	3721
1058.2752	77	3722
1058.5626	67	3723
1058.8501	84	3724
1059.1375	63	3725
1059.4249	85	3726
1059.7124	62	3727
1059.9998	78	3728
1060.2872	75	3729
1060.5746	71	3730
1060.8621	64	3731
1061.1495	88	3732
1061.4369	76	3733
1061.7244	72	3734
1062.0118	84	3735
1062.2992	65	3736
1062.5867	69	3737
1062.8741	75	3738
1063.1615	88	3739
1063.4489	70	3740
1063.7364	64	3741
1064.0238	87	3742
1064.3112	67	3743
1064.5987	64	3744
1064.8861	74	3745
1065.1735	86	3746
1065.4609	80	3747
1065.7484	72	3748
1066.0358	61	3749
1066.3232	81	3750
1066.6107	79	3751
1066.8981	86	3752
1067.1855	75	3753
1067.4730	75	3754
1067.7604	60	3755
1068.0478	67	3756
1068.3352	76	3757
1068.6227	79	3758
1068.9101	65	3759
1069.1975	69	3760
1069.4850	70	3761
1069.7724	73	3762
1070.0598	57	3763
1070.3473	67	3764
1070.6347	63	3765
1070.9221	75	3766
1071.2095	61	3767
1071.4970	61	3768
1071.7844	78	3769
1072.0718	71	3770
1072.3593	55	3771
1072.6467	64	3772
1072.9341	64	3773
1073.2216	72	3774
1073.5090	54	3775
1073.7964	71	3776
1074.0838	81	3777
1074.3713	70	3778
1074.6587	58	3779
1074.9461	67	3780
1075.2336	61	3781
1075.5210	79	3782
1075.8084	79	3783
1076.0958	67	3784
1076.3833	96	3785
1076.6707	72	3786
1076.9581	76	3787
1077.2456	77	3788
1077.5330	73	3789
1077.8204	63	3790
1078.1079	60	3791
1078.3953	80	3792
1078.6827	76	3793
1078.9701	81	3794
1079.2576	67	3795
1079.5450	59	3796
1079.8324	66	3797
1080.1199	61	3798
1080.4073	75	3799
1080.6947	66	3800
1080.9822	56	3801
1081.2696	69	3802
1081.5570	61	3803
1081.8444	76	3804
1082.1319	83	3805
1082.4193	61	3806
1082.7067	75	3807
1082.9942	48	3808
1083.2816	59	3809
1083.5690	72	3810
1083.8564	64	3811
1084.1439	76	3812
1084.4313	86	3813
1084.7187	74	3814
1085.0062	61	3815
1085.2936	62	3816
1085.5810	72	3817
1085.8685	62	3818
1086.1559	74	3819
1086.4433	74	3820
1086.7307	69	3821
1087.0182	88	3822
1087.3056	63	3823
1087.5930	60	3824
1087.8805	80	3825
1088.1679	61	3826
1088.4553	82	3827
1088.7428	56	3828
1089.0302	69	3829
1089.3176	61	3830
1089.6050	62	3831
1089.8925	74	3832
1090.1799	72	3833
1090.4673	79	3834
1090.7548	83	3835
1091.0422	76	3836
1091.3296	55	3837
1091.6171	55	3838
1091.9045	73	3839
1092.1919	76	3840
1092.4793	64	3841
1092.7668	67	3842
1093.0542	63	3843
1093.3416	68	3844
1093.6291	64	3845
1093.9165	51	3846
1094.2039	62	3847
1094.4913	69	3848
1094.7788	77	3849
1095.0662	98	3850
1095.3536	88	3851
1095.6411	109	3852
1095.9285	116	3853
1096.2159	144	3854
1096.5034	135	3855
1096.7908	117	3856
1097.0782	100	3857
1097.3656	82	3858
1097.6531	62	3859
1097.9405	86	3860
1098.2279	70	3861
1098.5154	72	3862
1098.8028	55	3863
1099.0902	60	3864
1099.3777	81	3865
1099.6651	73	3866
1099.9525	66	3867
1100.2399	68	3868
1100.5274	80	3869
1100.8148	65	3870
1101.1022	57	3871
1101.3897	61	3872
1101.6771	78	3873
1101.9645	62	3874
1102.2520	64	3875
1102.5394	68	3876
1102.8268	75	3877
1103.1142	57	3878
1103.4017	74	3879
1103.6891	66	3880
1103.9765	81	3881
1104.2640	72	3882
1104.5514	67	3883
1104.8388	85	3884
1105.1262	65	3885
1105.4137	74	3886
1105.7011	71	3887
1105.9885	59	3888
1106.2760	55	3889
1106.5634	67	3890
1106.8508	83	3891
1107.1383	56	3892
1107.4257	71	3893
1107.7131	60	3894
1108.0005	62	3895
1108.2880	64	3896
1108.5754	66	3897
1108.8628	69	3898
1109.1503	66	3899
1109.4377	64	3900
1109.7251	58	3901
1110.0126	75	3902
1110.3000	79	3903
1110.5874	67	3904
1110.8748	62	3905
1111.1623	66	3906
1111.4497	76	3907
1111.7371	69	3908
1112.0246	67	3909
1112.3120	78	3910
1112.5994	77	3911
1112.8868	60	3912
1113.1743	64	3913
1113.4617	64	3914
1113.7491	61	3915
1114.0366	60	3916
1114.3240	48	3917
1114.6114	76	3918
1114.8989	63	3919
1115.1863	71	3920
1115.4737	80	3921
1115.7611	59	3922
1116.0486	60	3923
1116.3360	60	3924
1116.6234	54	3925
1116.9109	58	3926
1117.1983	57	3927
1117.4857	59	3928
1117.7732	68	3929
1118.0606	63	3930
1118.3480	53	3931
1118.6354	73	3932
1118.9229	55	3933
1119.2103	48	3934
1119.4977	70	3935
1119.7852	69	3936
1120.0726	54	3937
1120.3600	72	3938
1120.6475	54	3939
1120.9349	56	3940
1121.2223	72	3941
1121.5097	60	3942
1121.7972	55	3943
1122.0846	68	3944
1122.3720	59	3945
1122.6595	60	3946
1122.9469	58	3947
1123.2343	60	3948
1123.5217	62	3949
1123.8092	68	3950
1124.0966	80	3951
1124.3840	60	3952
1124.6715	61	3953
1124.9589	72	3954
1125.2463	78	3955
1125.5338	54	3956
1125.8212	73	3957
1126.1086	54	3958
1126.3960	51	3959
1126.6835	47	3960
1126.9709	52	3961
1127.2583	56	3962
1127.5458	64	3963
1127.8332	72	3964
1128.1206	63	3965
1128.4081	54	3966
1128.6955	64	3967
1128.9829	66	3968
1129.2703	72	3969
1129.5578	67	3970
1129.8452	60	3971
1130.1326	75	3972
1130.4201	61	3973
1130.7075	58	3974
1130.9949	69	3975
1131.2824	61	3976
1131.5698	53	3977
1131.8572	59	3978
1132.1446	65	3979
1132.4321	66	3980
1132.7195	52	3981
1133.0069	64	3982
1133.2944	65	3983
1133.5818	54	3984
1133.8692	63	3985
1134.1566	70	3986
1134.4441	47	3987
1134.7315	61	3988
1135.0189	57	3989
1135.3064	82	3990
1135.5938	64	3991
1135.8812	65	3992
1136.1687	72	3993
1136.4561	75	3994
1136.7435	68	3995
1137.0309	58	3996
1137.3184	60	3997
1137.6058	50	3998
1137.8932	65	3999
1138.1807	57	4000
1138.4681	56	4001
1138.7555	54	4002
1139.0430	61	4003
1139.3304	68	4004
1139.6178	58	4005
1139.9052	70	4006
1140.1927	84	4007
1140.4801	61	4008
1140.7675	59	4009
1141.0550	67	4010
1141.3424	57	4011
1141.6298	65	4012
1141.9173	54	4013
1142.2047	68	4014
1142.4921	72	4015
1142.7795	79	4016
1143.0670	85	4017
1143.3544	56	4018
1143.6418	72	4019
1143.9293	77	4020
1144.2167	65	4021
1144.5041	53	4022
1144.7915	60	4023
1145.0790	66	4024
1145.3664	61	4025
1145.6538	67	4026
1145.9413	63	4027
1146.2287	76	4028
1146.5161	70	4029
1146.8036	65	4030
1147.0910	71	4031
1147.3784	66	4032
1147.6658	68	4033
1147.9533	61	4034
1148.2407	44	4035
1148.5281	75	4036
1148.8156	63	4037
1149.1030	61	4038
1149.3904	68	4039
1149.6779	60	4040
1149.9653	53	4041
1150.2527	39	4042
1150.5401	75	4043
1150.8276	57	4044
1151.1150	69	4045
1151.4024	65	4046
1151.6899	59	4047
1151.9773	57	4048
1152.2647	65	4049
1152.5521	68	4050
1152.8396	64	4051
1153.1270	57	4052
1153.4144	64	4053
1153.7019	64	4054
1153.9893	54	4055
1154.2767	57	4056
1154.5642	53	4057
1154.8516	63	4058
1155.1390	50	4059
1155.4264	68	4060
1155.7139	55	4061
1156.0013	61	4062
1156.2887	61	4063
1156.5762	64	4064
1156.8636	62	4065
1157.1510	67	4066
1157.4385	62	4067
1157.7259	43	4068
1158.0133	65	4069
1158.3007	58	4070
1158.5882	62	4071
1158.8756	62	4072
1159.1630	69	4073
1159.4505	63	4074
1159.7379	69	4075
1160.0253	60	4076
1160.3128	64	4077
1160.6002	87	4078
1160.8876	84	4079
1161.1750	92	4080
1161.4625	75	4081
1161.7499	69	4082
1162.0373	78	4083
1162.3248	83	4084
1162.6122	65	4085
1162.8996	56	4086
1163.1870	70	4087
1163.4745	61	4088
1163.7619	61	4089
1164.0493	54	4090
1164.3368	65	4091
1164.6242	64	4092
1164.9116	73	4093
1165.1991	84	4094
1165.4865	73	4095
1165.7739	88	4096
1166.0613	87	4097
1166.3488	118	4098
1166.6362	106	4099
1166.9236	92	4100
1167.2111	74	4101
1167.4985	77	4102
1167.7859	62	4103
1168.0734	62	4104
1168.3608	57	4105
1168.6482	62	4106
1168.9356	54	4107
1169.2231	50	4108
1169.5105	59	4109
1169.7979	62	4110
1170.0854	55	4111
1170.3728	72	4112
1170.6602	68	4113
1170.9477	57	4114
1171.2351	65	4115
1171.5225	64	4116
1171.8099	63	4117
1172.0974	64	4118
1172.3848	60	4119
1172.6722	57	4120
1172.9597	56	4121
1173.2471	59	4122
1173.5345	71	4123
1173.8219	49	4124
1174.1094	56	4125
1174.3968	54	4126
1174.6842	65	4127
1174.9717	58	4128
1175.2591	80	4129
1175.5465	51	4130
1175.8340	63	4131
1176.1214	56	4132
1176.4088	62	4133
1176.6962	54	4134
1176.9837	51	4135
1177.2711	59	4136
1177.5585	57	4137
1177.8460	63	4138
1178.1334	62	4139
1178.4208	61	4140
1178.7083	61	4141
1178.9957	61	4142
1179.2831	63	4143
1179.5705	60	4144
1179.8580	72	4145
1180.1454	58	4146
1180.4328	59	4147
1180.7203	67	4148
1181.0077	58	4149
1181.2951	54	4150
1181.5826	67	4151
1181.8700	60	4152
1182.1574	66	4153
1182.4448	64	4154
1182.7323	60	4155
1183.0197	53	4156
1183.3071	66	4157
1183.5946	64	4158
1183.8820	63	4159
1184.1694	59	4160
1184.4568	63	4161
